MANDT	LIFNR	BANKS	BANKL	BANKN	BKONT	BVTYP	KOINH	XEZER
100	0000200964	DE	97754863	6856815220		0001	Weidenfels Dichtungstechnik GmbH	
100	0000200965	DE	91409413	8271340240		0001	Mühlwald Behälterbau e.K.	
100	0000200966	AT	28792	04274747253		0001	Weißgrund Aufzugstechnik GmbH	
100	0000200968	CH	00583	353199266950		0001	Kastanienhaus Chemie AG	
100	0000200969	DE	92041360	0268776415		0001	Nordgrund Formenbau GmbH	
100	0000200970	DE	92261159	2316427198		0001	Bergweg Zerspanung GmbH	
100	0000200971	DE	99256517	1734370357		0001	Taltal Chemie GmbH	
100	0000200973	NL	ILQL	9803108503		0001	Mühlfels Behälterbau B.V.	
100	0000200976	DE	93399339	9664709170		0001	Hartau Werkzeugbau GmbH	
100	0000200978	DE	93723081	4935070320		0001	Kieferntal Schweißtechnik GmbH	
100	0000200979	DE	92380688	4757678841		0001	Hartgrund Formenbau UG (haftungsbeschränkt)	
100	0000200980	PL	08541150	6861402513886135		0001	Westmark Industrieservice Sp. z o.o.	
100	0000200981	DE	96286626	8572172840		0001	Falkenberg Maschinenbau GmbH & Co. KG	
100	0000200982	DE	97640436	2870446955		0001	Talberg Druckguss OHG	
100	0000200983	DE	94867602	6227059645		0001	Altsee Handel GmbH	
100	0000200984	DE	91939314	4009431079		0001	Rheinberg Schleiftechnik GmbH & Co. KG	
100	0000200985	DE	92626522	9304409345		0001	Holunderweg Lebensmittel KG	
100	0000200987	FR	2699559195	68096789338		0001	Steinberg Sanitärtechnik S.A.S.	
100	0000200988	DE	95060910	8341624601		0001	Reinfeld Sanitärtechnik UG (haftungsbeschränkt)	
100	0000200989	DE	94600977	2808179751		0001	Ostberg Kunststofftechnik GmbH & Co. KG	
100	0000200990	DE	96022231	0314234159		0001	Weidenburg Speditionen AG	
100	0000200991	DE	91055737	6734467745		0001	Lindenbach Apparatebau GmbH	
100	0000200994	DE	92312191	4264043820		0001	Hartgrund Anlagenbau GmbH & Co. KG	
100	0000200997	DE	92851800	9013457879		0001	Harthof Speditionen GmbH & Co. KG	
100	0000200998	FR	9792530297	75858999667		0001	Rotburg Bauelemente S.A.	
100	0000200999	NL	FGKF	7158595419		0001	Grünried Systemtechnik N.V.	
100	0000201000	AT	80239	08404338203		0001	Espendorf Messtechnik KG	
100	0000201001	DE	97242579	1030794959		0001	Buchenheim Recycling e.K.	
100	0000201005	DE	95839275	0534645354		0001	Birkenried Armaturen GmbH	
100	0000201006	FR	0340801137	98302260985		0001	Espenfeld Maschinenbau S.A.S.	
100	0000201007	DE	91089295	9748238404		0001	Espenheim Hydraulik GmbH	
100	0000201008	DE	93708362	8398210752		0001	Holunderburg Schleiftechnik KG	
100	0000201009	DE	98453788	2862692120		0001	Lärchenbach Anlagenbau AG	
100	0000201010	DE	96574521	8275127616		0001	Buchenfels Zerspanung GmbH	
100	0000201011	DE	99327457	7035467645		0001	Ostwald Systemtechnik GmbH	
100	0000201012	DE	99967955	8621324158		0001	Rheinau Handel OHG	
100	0000201013	IT	1225329678	366321534419		0001	Langfeld Dichtungstechnik S.r.l.	
100	0000201015	DE	99710959	0586345642		0001	Lindenstein Formenbau UG (haftungsbeschränkt)	
100	0000201016	DE	97522916	1819540853		0001	Haselberg Fahrzeugteile GmbH	
100	0000201017	AT	44841	36378401539		0001	Lindenhof Textilien AG	
100	0000201018	DE	98501899	9808054110		0001	Bernbach Werkzeugbau GmbH	
100	0000201019	DE	93872025	7108797655		0001	Erlenbach Metallbau GmbH	
100	0000201020	NL	NDLK	7991773158		0001	Weidenstein Klimatechnik B.V.	
100	0000201022	DE	91354008	9064285110		0001	Zederfurt Textilien KG	
100	0000201024	DE	92332575	5221237602		0001	Talberg Bedachungen GmbH	
100	0000201025	DE	98492803	7435979310		0001	Nordau Anlagenbau GmbH	
100	0000201026	NL	JFXK	9199937376		0001	Nordburg Industrieservice N.V.	
100	0000201027	DE	90084963	5047943789		0001	Zederhof Papier KG	
100	0000201028	AT	53011	30865757831		0001	Südried Papier GmbH	
100	0000201029	CH	89929	303884832614		0001	Ostfeld Bedachungen GmbH	
100	0000201030	DE	93238553	2595610844		0001	Weidenstein Anlagenbau GmbH & Co. KG	
100	0000201031	DE	91989957	3515032479		0001	Rotbach Fördertechnik e.K.	
100	0000201032	DE	97226177	2455924100		0001	Mühlweg Behälterbau SE	
100	0000201033	DE	95163830	9113530258		0001	Waldfurt Möbelwerke KG	
100	0000201035	DE	98443640	8510063567		0001	Feldwald Apparatebau UG (haftungsbeschränkt)	
100	0000201037	DE	97315870	4377220346		0001	Lindenweg Textilien GmbH & Co. KG	
100	0000201038	IT	3807702219	196734520783		0001	Ulmendorf Anlagenbau S.r.l.	
100	0000201039	AT	93139	25779032473		0001	Langhaus Getränke AG	
100	0000201040	DE	97891555	8287646036		0001	Steinau Oberflächentechnik eG	
100	0000201041	DE	99481116	8466381980		0001	Mühlhaus Dichtungstechnik GmbH & Co. KG	
100	0000201042	DE	93529858	3576834441		0001	Reindorf Chemie GmbH & Co. KG	
100	0000201044	DE	91970232	3511680926		0001	Talfurt Lagertechnik GmbH	
100	0000201045	DE	92439836	2151970906		0001	Waldsee Dichtungstechnik GmbH & Co. KG	
100	0000201046	DE	97656452	5808705885		0001	Lindenfels Formenbau OHG	
100	0000201047	DE	92174608	4611538134		0001	Birkenbach Metallbau e.K.	
100	0000201048	DE	94059628	8501710526		0001	Altberg Bauelemente GmbH & Co. KG	
100	0000201051	DE	91600991	8844243334		0001	Südweg Fördertechnik GmbH	
100	0000201052	DE	97851208	2252965266		0001	Waldberg Haustechnik eG	
100	0000201053	DE	96991024	6754087618		0001	Neufels Kunststofftechnik GmbH	
100	0000201054	DE	95458196	8940834730		0001	Reinhof Baustoffe KG	
100	0000201057	DE	95264912	3125548472		0001	Weidensee Lebensmittel KG	
100	0000201059	NL	OHSE	4726438038		0001	Ulmenberg Lagertechnik N.V.	
100	0000201060	FR	7594910452	95456890691		0001	Langried Speditionen S.A.R.L.	
100	0000201061	DE	92761740	1381338205		0001	Kiefernburg Möbelwerke UG (haftungsbeschränkt)	
100	0000201062	DE	99647124	9092676381		0001	Fichtenfels Getränke GmbH	
100	0000201063	AT	94202	40209230767		0001	Hochried Industrieservice AG	
100	0000201064	DE	97262866	8255372353		0001	Dornbach Fahrzeugteile e.K.	
100	0000201065	DE	93882424	3064546089		0001	Weißau Chemie GmbH	
100	0000201067	AT	85405	61289261181		0001	Steinfurt Logistik KG	
100	0000201068	DE	91492724	4448383856		0001	Bernmark Sanitärtechnik AG	
100	0000201069	DE	98081352	5073081327		0001	Kastanienweg Handel GmbH	
100	0000201070	DE	90758410	1200998151		0001	Buchenfurt Bedachungen GmbH	
100	0000201072	DE	90300110	2966675383		0001	Brandbrück Verpackungen GmbH	
100	0000201073	DE	98254682	6806344790		0001	Rheinheim Lagertechnik GmbH	
100	0000201074	DE	93539180	6865950832		0001	Falkenhof Baustoffe KG	
100	0000201077	DE	96094383	9754805324		0001	Dornried Klimatechnik OHG	
100	0000201078	DE	94310337	5765378656		0001	Talstein Handel GmbH	
100	0000201079	DE	91828616	0014676635		0001	Lärchenried Armaturen UG (haftungsbeschränkt)	
100	0000201080	DE	92367796	8721288370		0001	Rheinmark Lagertechnik UG (haftungsbeschränkt)	
100	0000201081	FR	4063487782	31033942730		0001	Berghaus Formenbau S.A.S.	
100	0000201082	DE	98994596	6470221343		0001	Talburg Handel GmbH	
100	0000201083	DE	94693839	9120859830		0001	Brandgrund Verpackungen OHG	
100	0000201084	DE	99150999	5500315836		0001	Waldburg Handel GmbH	
100	0000201085	DE	94606082	8613803361		0001	Brandmark Präzisionsteile AG	
100	0000201087	DE	94078151	4523034082		0001	Hochau Formenbau KG	
100	0000201088	PL	92331151	6660334753669311		0001	Altbach Kunststofftechnik Sp. z o.o.	
100	0000201093	NL	CRGY	6637946850		0001	Hochfurt Druckguss N.V.	
100	0000201094	PL	25309916	4452507656228052		0001	Langheim Schleiftechnik Sp. z o.o.	
100	0000201095	DE	97854490	6898496963		0001	Dornbach Bauelemente GmbH & Co. KG	
100	0000201096	DE	95048855	0549697808		0001	Lindental Hydraulik GmbH & Co. KG	
100	0000201100	DE	94617469	9741870035		0001	Hartheim Lebensmittel GmbH	
100	0000201101	DE	97558560	7241578006		0001	Buchental Pumpen GmbH	
100	0000201102	FR	4187751651	90153464941		0001	Weidenried Lagertechnik S.A.S.	
100	0000201103	AT	00017	32955649615		0001	Kiefernwald Aufzugstechnik KG	
100	0000201105	NL	SGWS	5521696892		0001	Südberg Klimatechnik N.V.	
100	0000201107	DE	92395812	8079673394		0001	Waldried Hydraulik GmbH	
100	0000201108	DE	96864146	3358463560		0001	Weidenbrück Stahlbau GmbH	
100	0000201109	DE	92267063	4315685396		0001	Espenfeld Hydraulik GmbH	
100	0000201110	DE	96640383	6698236259		0001	Grünheim Elektrotechnik GmbH	
100	0000201111	AT	68028	94706121096		0001	Altau Recycling KG	
100	0000201112	DE	92261327	6586266132		0001	Ostau Kunststofftechnik GmbH	
100	0000201113	DE	99286425	2292623793		0001	Lärchenberg Formenbau e.K.	
100	0000201114	DE	91642468	2731747521		0001	Altau Stahlbau GmbH & Co. KG	
100	0000201115	DE	93088928	3243264851		0001	Langhof Formenbau GmbH	
100	0000201116	DE	97299277	8428778300		0001	Espensee Handel KG	
100	0000201117	DE	97542861	4167873061		0001	Langgrund Aufzugstechnik GmbH & Co. KG	
100	0000201119	DE	92729569	6784727741		0001	Kieferndorf Lagertechnik GmbH & Co. KG	
100	0000201122	DE	92481974	3740881299		0001	Harttal Fördertechnik AG	
100	0000201124	DE	96296568	3964513006		0001	Waldwald Lebensmittel GmbH	
100	0000201125	DE	92773718	6295486943		0001	Kastanienheim Werkzeugbau e.K.	
100	0000201126	DE	98600567	5994805512		0001	Kleinsee Zerspanung GmbH	
100	0000201129	DE	94701237	8233625047		0001	Lärchenbrück Antriebstechnik e.K.	
100	0000201132	AT	08706	25731983532		0001	Erlenhaus Kunststofftechnik AG	
100	0000201133	NL	AMZA	6520358914		0001	Ostbach Chemie B.V.	
100	0000201136	DE	98549039	8810469323		0001	Brandfurt Aufzugstechnik GmbH	
100	0000201138	DE	92274429	6661909505		0001	Hochsee Umformtechnik GmbH & Co. KG	
100	0000201140	DE	91936100	4809620249		0001	Lindenheim Maschinenbau eG	
100	0000201141	IT	9421251890	849900881096		0001	Brandtal Getränke S.p.A.	
100	0000201143	DE	90962175	6427567503		0001	Falkenburg Bauelemente e.K.	
100	0000201144	DE	95759062	3199142152		0001	Espenried Aufzugstechnik GmbH	
100	0000201145	DE	91424686	4457205635		0001	Dornmark Aufzugstechnik KGaA	
100	0000201146	DE	94978158	8844235968		0001	Steinfeld Textilien GmbH & Co. KG	
100	0000201148	DE	95285615	5001773088		0001	Feldhaus Handel UG (haftungsbeschränkt)	
100	0000201149	DE	90746701	3529761017		0001	Hochstein Werkzeugbau GmbH	
100	0000201150	DE	92970520	1915451474		0001	Weißfeld Messtechnik GmbH	
100	0000201151	DE	96125260	2068996085		0001	Ulmenhof Kunststofftechnik GmbH	
100	0000201152	DE	91850795	6541757857		0001	Feldau Präzisionsteile GmbH & Co. KG	
100	0000201154	DE	98617623	0091550421		0001	Hartbrück Umformtechnik KG	
100	0000201157	DE	95785921	8003180209		0001	Lindenbach Oberflächentechnik KG	
100	0000201158	DE	91640742	2982024714		0001	Rheinbrück Druckguss eG	
100	0000201159	PL	34148220	9883961022503693		0001	Hochbach Handel S.A.	
100	0000201160	DE	94826571	8458029898		0001	Südbrück Antriebstechnik GmbH	
100	0000201163	AT	95782	99729188545		0001	Brandried Druckguss AG	
100	0000201166	DE	95427884	4684101462		0001	Reinwald Behälterbau eG	
100	0000201168	DE	99846708	5817031505		0001	Neuhof Bauelemente KG	
100	0000201170	DE	97522005	5667100897		0001	Dornbrück Dichtungstechnik GmbH	
100	0000201172	DE	98013000	2560915418		0001	Rheinau Formenbau AG	
100	0000201173	NL	LFHH	0870650708		0001	Rheinberg Möbelwerke N.V.	
100	0000201175	AT	07093	27379394040		0001	Kiefernau Papier AG	
100	0000201176	DE	96344392	1243060528		0001	Rotwald Chemie GmbH	
100	0000201178	DE	94107666	1771827119		0001	Talheim Hydraulik GmbH	
100	0000201179	DE	92136493	8269399630		0001	Lindenwald Formenbau GmbH	
100	0000201181	DE	99157874	4349995238		0001	Rotberg Sanitärtechnik AG	
100	0000201182	DE	97316744	6485001322		0001	Kastanienfels Maschinenbau e.K.	
100	0000201183	DE	93896895	5963548733		0001	Altweg Pumpen GmbH & Co. KG	
100	0000201184	DE	98716759	1668631837		0001	Berghof Lagertechnik GmbH	
100	0000201185	PL	52151255	3159670753808121		0001	Altdorf Antriebstechnik S.A.	
100	0000201186	NL	ZSBR	6809672788		0001	Lärchendorf Logistik B.V.	
100	0000201190	DE	90484000	5403363023		0001	Ahornheim Dichtungstechnik GmbH	
100	0000201191	CH	08697	527607095789		0001	Waldheim Handel GmbH	
100	0000201192	DE	97273249	3061883332		0001	Buchenheim Stahlbau GmbH	
100	0000201194	DE	92046859	1993174552		0001	Dornried Verpackungen GmbH	
100	0000201195	NL	QELQ	7035915105		0001	Fichtenwald Logistik N.V.	
100	0000201196	DE	92516723	7174771969		0001	Fichtenburg Bauelemente OHG	
100	0000201199	DE	92135288	5055905315		0001	Lindenheim Formenbau UG (haftungsbeschränkt)	
100	0000201200	DE	91691099	3183306447		0001	Neubach Aufzugstechnik OHG	
100	0000201201	DE	94664136	8863249568		0001	Westbrück Schleiftechnik GmbH & Co. KG	
100	0000201202	CH	76517	077729849625		0001	Sandberg Lagertechnik GmbH	
100	0000201204	DE	96605509	5589045679		0001	Bergfeld Zerspanung GmbH	
100	0000201205	DE	93853902	3307506156		0001	Grünfurt Apparatebau GmbH	
100	0000201206	DE	90330771	8898274096		0001	Buchenstein Lagertechnik GmbH	
100	0000201209	DE	98908918	0431930131		0001	Ulmenburg Möbelwerke e.K.	
100	0000201210	DE	92221628	5158985630		0001	Zedertal Kunststofftechnik AG	
100	0000201211	DE	93186492	7518351364		0001	Weißried Maschinenbau GmbH & Co. KG	
100	0000201213	DE	94516832	1392014376		0001	Brandau Systemtechnik GmbH & Co. KG	
100	0000201214	DE	96802816	9546703701		0001	Ulmenwald Speditionen KG	
100	0000201215	DE	96217398	8648728211		0001	Buchenried Handel eG	
100	0000201218	DE	91353653	7385874531		0001	Altheim Präzisionsteile GmbH & Co. KG	
100	0000201219	IT	3115562737	660015860662		0001	Sandried Fahrzeugteile S.r.l.	
100	0000201220	FR	5816551386	24922665394		0001	Westburg Fördertechnik S.A.R.L.	
100	0000201221	DE	98258297	2826555877		0001	Sandau Antriebstechnik KGaA	
100	0000201223	DE	95872511	9135956562		0001	Steinsee Chemie GmbH	
100	0000201225	DE	93215356	6020911929		0001	Bernwald Umformtechnik UG (haftungsbeschränkt)	
100	0000201226	AT	36466	39619880829		0001	Espenbach Schleiftechnik AG	
100	0000201227	DE	93480870	8978264235		0001	Rotgrund Armaturen SE	
100	0000201228	DE	98155256	4775525817		0001	Haselweg Recycling GmbH	
100	0000201229	DE	91968143	3231712320		0001	Weidenfurt Apparatebau GmbH	
100	0000201230	DE	94730459	7872071172		0001	Zedermark Getränke KG	
100	0000201231	DE	98294973	4808629089		0001	Weidenfels Druckguss KG	
100	0000201232	DE	96342032	0864905497		0001	Hartfeld Präzisionsteile UG (haftungsbeschränkt)	
100	0000201233	DE	98799688	9014014829		0001	Kleinburg Maschinenbau GmbH & Co. KG	
100	0000201234	DE	96900155	3042091892		0001	Weidental Apparatebau GmbH	
100	0000201235	DE	96647838	5113183343		0001	Haselfels Papier AG	
100	0000201236	DE	93318374	5048213909		0001	Hartau Lebensmittel GmbH	
100	0000201237	CH	88642	898627385529		0001	Steinberg Formenbau GmbH	
100	0000201238	DE	91105461	8810348060		0001	Kieferntal Behälterbau GmbH & Co. KG	
100	0000201239	NL	OCWV	5725210692		0001	Holunderweg Apparatebau N.V.	
100	0000201240	NL	CRIQ	1938205979		0001	Westfeld Umformtechnik N.V.	
100	0000201241	DE	98911296	0447852801		0001	Erlenau Klimatechnik GmbH	
100	0000201242	CH	54615	010663604891		0001	Westried Werkzeugbau AG	
100	0000201243	DE	92638745	4038177164		0001	Lärchenbach Chemie GmbH	
100	0000201244	NL	WEPK	3731681927		0001	Berghof Bedachungen B.V.	
100	0000201246	DE	95871166	9648339959		0001	Birkental Behälterbau e.K.	
100	0000201247	CH	99799	415984738380		0001	Rotbrück Schweißtechnik AG	
100	0000201248	DE	95318298	4148971622		0001	Bergtal Messtechnik KG	
100	0000201249	DE	91622900	9526929230		0001	Kastaniental Bauelemente GmbH	
100	0000201251	DE	94324432	4490767987		0001	Grünstein Speditionen e.K.	
100	0000201252	DE	94621983	4283348019		0001	Eichgrund Oberflächentechnik GmbH & Co. KG	
100	0000201254	DE	91757817	7622964602		0001	Erlenhof Papier GmbH	
100	0000201255	DE	91824465	8598530345		0001	Rotberg Logistik KG	
100	0000201256	DE	96869605	1285026245		0001	Harthaus Maschinenbau GmbH & Co. KG	
100	0000201257	DE	98210882	9497095483		0001	Espenfeld Apparatebau AG	
100	0000201259	DE	94569680	1318635309		0001	Weidenberg Umformtechnik e.K.	
100	0000201260	DE	94356083	6778678492		0001	Steindorf Dichtungstechnik GmbH & Co. KG	
100	0000201261	DE	95328289	1945664571		0001	Bernmark Aufzugstechnik KG	
100	0000201263	DE	98692477	2678237006		0001	Steinstein Werkzeugbau GmbH	
100	0000201264	DE	98744612	2491186062		0001	Reinberg Textilien AG	
100	0000201265	DE	91380856	0550088199		0001	Südried Apparatebau AG	
100	0000201266	CH	21443	949031025037		0001	Rotburg Antriebstechnik GmbH	
100	0000201267	FR	5119179039	92929107929		0001	Hochtal Druckguss S.A.R.L.	
100	0000201269	NL	VBDH	1215486374		0001	Ahornmark Handel B.V.	
100	0000201270	AT	61744	49904717165		0001	Hochried Apparatebau GmbH	
100	0000201271	DE	98294601	5897559928		0001	Langmark Kunststofftechnik GmbH	
100	0000201272	DE	96102555	0415898023		0001	Buchenweg Systemtechnik KGaA	
100	0000201274	DE	92551427	4979731856		0001	Ostfels Anlagenbau GmbH & Co. KG	
100	0000201275	DE	98853340	7458280863		0001	Mühlfeld Verpackungen KG	
100	0000201276	DE	91342501	0937005682		0001	Altgrund Kunststofftechnik GmbH	
100	0000201278	FR	8735373508	56688418058		0001	Harthaus Fahrzeugteile S.A.R.L.	
100	0000201280	DE	91430101	9154144791		0001	Eichstein Logistik OHG	
100	0000201281	DE	91566170	8169228269		0001	Holunderstein Oberflächentechnik e.K.	
100	0000201282	DE	92559278	8436003569		0001	Feldsee Formenbau GmbH & Co. KG	
100	0000201283	DE	97092917	4677364133		0001	Hochwald Druckguss GmbH	
100	0000201284	DE	92212661	4678414149		0001	Langfeld Bedachungen UG (haftungsbeschränkt)	
100	0000201285	DE	96813827	4614217005		0001	Kastanienfeld Oberflächentechnik UG (haftungsbeschränkt)	
100	0000201287	DE	94195648	8475072243		0001	Lärchenheim Sanitärtechnik e.K.	
100	0000201288	DE	96060337	1486435149		0001	Feldwald Logistik GmbH	
100	0000201289	DE	98966060	7802625096		0001	Nordhaus Pumpen UG (haftungsbeschränkt)	
100	0000201290	DE	90731637	7250041697		0001	Kiefernbrück Recycling GmbH & Co. KG	
100	0000201291	DE	91391036	5595944388		0001	Erlenberg Klimatechnik GmbH & Co. KG	
100	0000201292	DE	98807904	5659630514		0001	Rheinmark Armaturen OHG	
100	0000201293	DE	91557100	7326259269		0001	Nordhof Präzisionsteile GmbH	
100	0000201294	DE	95060244	2753397103		0001	Feldbach Lagertechnik KG	
100	0000201295	DE	91003259	3732826030		0001	Rheinheim Dichtungstechnik GmbH	
100	0000201296	IT	7186932821	442344131832		0001	Ostheim Armaturen S.p.A.	
100	0000201297	AT	67418	84445062518		0001	Brandmark Werkzeugbau AG	
100	0000201298	AT	95459	32373591501		0001	Feldwald Lagertechnik KG	
100	0000201299	DE	92759205	0211125062		0001	Lindenfels Stahlbau GmbH	
100	0000201300	DE	99773702	5918726382		0001	Kastanienbrück Armaturen GmbH	
100	0000201302	DE	95852820	1447578426		0001	Feldgrund Sanitärtechnik KGaA	
100	0000201303	DE	99673828	1556049381		0001	Alttal Metallbau GmbH	
100	0000201304	DE	92925523	0411760972		0001	Steinfeld Hydraulik KG	
100	0000201305	DE	95054016	0729144685		0001	Fichtenheim Apparatebau GmbH	
100	0000201307	AT	36016	38373339545		0001	Brandheim Fahrzeugteile KG	
100	0000201308	FR	9541422555	13463998277		0001	Rotfurt Antriebstechnik S.A.S.	
100	0000201309	NL	WEYJ	4533760922		0001	Mühltal Metallbau N.V.	
100	0000201312	DE	97033560	0747456622		0001	Feldstein Werkzeugbau KG	
100	0000201314	DE	95413570	4513689590		0001	Neuberg Präzisionsteile GmbH	
100	0000201315	DE	95401722	6836182801		0001	Hochmark Klimatechnik GmbH	
100	0000201316	DE	99738041	0216543492		0001	Talfels Pumpen GmbH & Co. KG	
100	0000201317	DE	90257532	2871522956		0001	Rotsee Getränke GmbH	
100	0000201319	DE	97340154	6924289039		0001	Mühlmark Aufzugstechnik GmbH & Co. KG	
100	0000201320	NL	UKZM	8900716807		0001	Mühlberg Möbelwerke N.V.	
100	0000201321	DE	92081706	5055981774		0001	Holunderdorf Speditionen GmbH	
100	0000201324	DE	91735446	4955373557		0001	Waldmark Fördertechnik KG	
100	0000201325	DE	99750482	0048237875		0001	Haselfels Schleiftechnik e.K.	
100	0000201326	DE	95904342	1182168189		0001	Kastaniendorf Speditionen AG	
100	0000201327	IT	5884883042	093820595236		0001	Kiefernberg Pumpen S.r.l.	
100	0000201329	DE	98435398	6433766276		0001	Weidenstein Fördertechnik OHG	
100	0000201330	DE	50010517	5407324932		0001	Nordwind Verpackungen GmbH	
100	0000201331	CH	27302	906279966504		0001	Buchendorf Klimatechnik AG	
100	0000201332	FR	9831235226	96256017120		0001	Birkental Schweißtechnik S.A.	
100	0000201333	DE	94940549	7562307053		0001	Espental Chemie AG	
100	0000201334	CH	31077	429266306648		0001	Taltal Logistik GmbH	
100	0000201336	FR	9257885019	63321533102		0001	Waldsee Zerspanung S.A.	
100	0000201337	FR	2209410572	96702361396		0001	Eichbach Antriebstechnik S.A.R.L.	
100	0000201338	DE	99446144	7777793253		0001	Mühlstein Aufzugstechnik GmbH	
100	0000201340	DE	99291012	3042951426		0001	Lärchenmark Messtechnik GmbH	
100	0000201341	DE	90515180	1471499869		0001	Hochbrück Behälterbau GmbH	
100	0000201343	DE	93797212	0562449382		0001	Sandsee Schweißtechnik GmbH	
100	0000201344	DE	96930823	1788032376		0001	Nordhaus Elektrotechnik GmbH & Co. KG	
100	0000201345	DE	93108445	5589340137		0001	Hartsee Anlagenbau GmbH	
100	0000201346	DE	95611697	9081911376		0001	Rheinwald Hydraulik GmbH	
100	0000201347	DE	92569673	1231668950		0001	Erlenstein Lagertechnik AG	
100	0000201348	PL	78612378	9451914865336610		0001	Birkenhof Oberflächentechnik S.A.	
100	0000201350	DE	99813541	2382118545		0001	Espenwald Systemtechnik GmbH	
100	0000201351	DE	98188829	1489060854		0001	Süddorf Bauelemente GmbH	
100	0000201352	DE	94973771	5910400433		0001	Hartfels Fahrzeugteile GmbH	
100	0000201353	DE	98470661	8041470707		0001	Falkenberg Logistik GmbH	
100	0000201355	FR	5788804401	28272144776		0001	Hochmark Papier S.A.	
100	0000201357	DE	91545225	6998808468		0001	Weidenfurt Aufzugstechnik GmbH	
100	0000201359	DE	91874807	7641115364		0001	Steinhof Haustechnik OHG	
100	0000201360	DE	98510332	9714625297		0001	Brandgrund Pumpen GmbH & Co. KG	
100	0000201362	DE	95810109	5961946771		0001	Nordfels Behälterbau e.K.	
100	0000201363	DE	98696624	9907799091		0001	Zederwald Formenbau GmbH & Co. KG	
100	0000201364	DE	92815046	7543860329		0001	Zedergrund Antriebstechnik GmbH	
100	0000201365	DE	92519444	1978126192		0001	Ostgrund Anlagenbau GmbH	
100	0000201367	DE	95828039	5516802234		0001	Holundermark Haustechnik OHG	
100	0000201369	DE	97558459	7877079020		0001	Buchenfeld Werkzeugbau AG	
100	0000201370	DE	97165995	2274161875		0001	Ahornbach Systemtechnik KG	
100	0000201371	DE	93715750	1099204697		0001	Fichtenau Hydraulik GmbH	
100	0000201373	DE	93938012	8550992594		0001	Altsee Druckguss GmbH	
100	0000201374	AT	94777	97499800483		0001	Ulmendorf Logistik KG	
100	0000201375	DE	98078190	8285962845		0001	Lärchenweg Fahrzeugteile GmbH	
100	0000201376	DE	98787682	0928037590		0001	Ahorngrund Druckguss GmbH & Co. KG	
100	0000201379	DE	98678264	0875919722		0001	Bernried Fahrzeugteile AG	
100	0000201381	DE	92947273	5467027920		0001	Rheindorf Systemtechnik eG	
100	0000201382	DE	91337105	3082761451		0001	Altgrund Hydraulik GmbH & Co. KG	
100	0000201383	DE	97467857	9172874433		0001	Westdorf Apparatebau GmbH	
100	0000201385	DE	98710802	1619728374		0001	Rheinstein Industrieservice GmbH	
100	0000201386	DE	97967554	7131031747		0001	Kleinbrück Maschinenbau GmbH	
100	0000201388	NL	JGFJ	2817660307		0001	Rheindorf Möbelwerke N.V.	
100	0000201389	DE	95620746	6668327483		0001	Dornbrück Bauelemente GmbH	
100	0000201390	DE	98991147	3798233575		0001	Kleinbrück Speditionen GmbH	
100	0000201392	DE	98981403	4891968557		0001	Berntal Elektrotechnik KG	
100	0000201393	DE	92488578	0417709007		0001	Dorngrund Recycling AG	
100	0000201394	DE	98178953	9271746354		0001	Espensee Dichtungstechnik OHG	
100	0000201395	DE	99499249	6132119687		0001	Erlenstein Logistik GmbH	
100	0000201396	AT	60896	50409628605		0001	Weißbrück Bauelemente GmbH	
100	0000201398	DE	94661314	5168946756		0001	Gründorf Stahlbau GmbH	
100	0000201400	FR	1810740945	73025234589		0001	Neubrück Systemtechnik S.A.	
100	0000201401	DE	94530274	1769437760		0001	Ulmenburg Textilien e.K.	
100	0000201402	DE	97012393	4793170111		0001	Dornfels Werkzeugbau GmbH	
100	0000201403	AT	29404	80182985636		0001	Grünhaus Dichtungstechnik AG	
100	0000201406	AT	43075	95553962374		0001	Ahornbach Bedachungen KG	
100	0000201407	AT	42960	97236075795		0001	Kleinheim Papier KG	
100	0000201408	DE	99250053	7116977547		0001	Nordfels Antriebstechnik e.K.	
100	0000201410	DE	92520806	6710405413		0001	Reinbach Textilien AG	
100	0000201412	DE	97524264	3712039434		0001	Lindenfeld Behälterbau GmbH & Co. KG	
100	0000201413	DE	95064614	4082423815		0001	Westried Oberflächentechnik GmbH & Co. KG	
100	0000201414	DE	98860468	0706295304		0001	Bernfels Getränke AG	
100	0000201418	DE	94128434	4446498592		0001	Kiefernburg Elektrotechnik KG	
100	0000201419	DE	93215105	3074644379		0001	Altbach Fahrzeugteile GmbH & Co. KG	
100	0000201420	DE	91331236	4735752253		0001	Walddorf Oberflächentechnik UG (haftungsbeschränkt)	
100	0000201421	DE	93773416	8087891490		0001	Feldbrück Schweißtechnik GmbH & Co. KG	
100	0000201422	FR	9848327331	33255433829		0001	Langbach Industrieservice S.A.	
100	0000201423	AT	54523	26946267912		0001	Ahornweg Bauelemente AG	
100	0000201426	DE	99374446	3775362877		0001	Mühlhof Lebensmittel GmbH	
100	0000201428	FR	5535903209	50667514604		0001	Weidental Formenbau S.A.R.L.	
100	0000201429	DE	96215682	0172966244		0001	Bergbrück Logistik eG	
100	0000201430	DE	90026021	7544651893		0001	Buchendorf Verpackungen GmbH	
100	0000201431	DE	99717734	0630004667		0001	Lindenfels Armaturen GmbH & Co. KG	
100	0000201432	DE	90857051	5260214759		0001	Fichtenbach Getränke KG	
